flagA,flagB,flagC,flagD,ssimAverage,ssim0,ssim1,ssim2,ssim3,ssim4,ssim5,ssim6,ssim7,ssim8,ssim9,ssim10,ssim11,ssim12,ssim13,ssim14,ssim15,ssim16,ssim17,ssim18,ssim19,ssim20,ssim21,ssim22,ssim23,
2340,8268,2772,4914,0.822424,0.698536,0.842188,0.871679,0.856301,0.766612,0.778008,0.89022,0.749041,0.875013,0.882452,0.801607,0.857114,0.670708,0.786507,0.864714,0.824036,0.880459,0.791171,0.810043,0.875049,0.837803,0.811633,0.916263,0.80101,
2340,4233,2772,4914,0.822415,0.70013,0.842679,0.871572,0.85481,0.77281,0.779968,0.89207,0.740114,0.873023,0.878914,0.801687,0.858222,0.672736,0.788341,0.863839,0.825244,0.879937,0.791617,0.808556,0.876128,0.837897,0.812499,0.914517,0.800653,
2340,10312,2772,4914,0.822359,0.69584,0.841218,0.8723,0.857443,0.769264,0.775836,0.891535,0.748536,0.873867,0.881063,0.800764,0.856878,0.670545,0.785239,0.86685,0.820304,0.881342,0.792911,0.81015,0.875295,0.835911,0.812802,0.918502,0.802221,
2340,1545,2772,4914,0.822349,0.699466,0.836145,0.887866,0.861134,0.806442,0.757055,0.907157,0.724793,0.874318,0.872476,0.789125,0.853343,0.663667,0.79264,0.862731,0.804801,0.88761,0.800003,0.806197,0.876875,0.827334,0.816222,0.923571,0.805411,
2340,9240,2772,4914,0.822338,0.697889,0.835537,0.888752,0.861498,0.805163,0.756252,0.907175,0.725941,0.872264,0.869502,0.789831,0.854033,0.659541,0.792414,0.868807,0.806135,0.889778,0.800097,0.81066,0.872545,0.827798,0.816126,0.924109,0.804261,
2340,9348,2772,4914,0.822311,0.698354,0.84239,0.872493,0.85598,0.767223,0.778216,0.889151,0.749338,0.873855,0.880801,0.801244,0.857714,0.672348,0.786226,0.86568,0.823241,0.880089,0.790671,0.808415,0.876362,0.836791,0.811569,0.916222,0.801086,
2340,16271,2772,4914,0.822308,0.694912,0.830977,0.878905,0.86291,0.801133,0.748817,0.907937,0.741117,0.872439,0.875715,0.786473,0.84737,0.668026,0.78584,0.871979,0.793682,0.886692,0.807256,0.808119,0.87279,0.825687,0.824089,0.927495,0.815029,
2340,7684,2772,4914,0.82229,0.697625,0.836108,0.888296,0.863101,0.806787,0.752025,0.916061,0.721119,0.875356,0.87457,0.786847,0.850817,0.659651,0.792738,0.862027,0.800957,0.89084,0.800075,0.807548,0.87618,0.826276,0.816923,0.926535,0.806498,
2340,15609,2772,4914,0.822285,0.698192,0.831353,0.878562,0.863369,0.798239,0.750401,0.902166,0.74365,0.872288,0.874757,0.78992,0.848126,0.665714,0.784867,0.870242,0.797588,0.886896,0.807674,0.811276,0.867458,0.827573,0.824466,0.926257,0.813814,
2340,3264,2772,4914,0.822284,0.703601,0.841532,0.868074,0.852558,0.75335,0.782352,0.894572,0.75437,0.875676,0.884739,0.804286,0.859298,0.671827,0.784031,0.865161,0.824932,0.877444,0.787138,0.810751,0.874813,0.839105,0.810429,0.914393,0.800376,
2340,12312,2772,4914,0.822249,0.697734,0.835526,0.889721,0.861457,0.80493,0.756136,0.906314,0.725511,0.872474,0.869798,0.789656,0.854262,0.659385,0.791538,0.869291,0.805942,0.889585,0.800035,0.811103,0.871986,0.827582,0.81563,0.924667,0.803702,
2340,10311,2772,4914,0.822242,0.69974,0.845102,0.874041,0.860095,0.772595,0.770551,0.877777,0.757364,0.871331,0.874105,0.80013,0.857062,0.667914,0.779934,0.872048,0.81835,0.882164,0.796753,0.807433,0.871463,0.831432,0.819243,0.921517,0.805658,
